Periodo;Partner;Pais;Usuarios_Nuevos;Primera_Recarga;Usuarios_que_Depositaron;Activos_Deportivas;Activos_Casino;Primer_Deposito_Por_Pasarela
"2025-03-18";"Camanbet";"Venezuela 2";"19";"2";"100";"211";"24";"0"
"2025-03-18";"Doradobet";"Ecuador";"387";"129";"1427";"2625";"2366";"63"
"2025-03-18";"Doradobet";"Guatemala";"48";"15";"170";"329";"229";"10"
"2025-03-18";"Paniplay";"Honduras";"244";"27";"466";"876";"661";"11"
"2025-03-18";"Doradobet";"Chile";"112";"11";"126";"127";"225";"11"
"2025-03-18";"Gangabet";"Venezuela";"1";"1";"58";"78";"26";"1"
"2025-03-18";"Doradobet";"Nicaragua";"235";"33";"780";"1723";"724";"27"
"2025-03-18";"redcasino.mx";"M�xico";"5";"0";"7";"0";"0";"0"
"2025-03-18";"Doradobet";"El Salvador";"219";"24";"111";"168";"171";"20"
"2025-03-19";"Ecuabet";"Ecuador";"1972";"734";"34104";"46925";"22152";"153"
"2025-03-19";"Gangabet";"M�xico";"47";"4";"16";"20";"51";"4"
"2025-03-19";"Justbetja";"Jamaica";"0";"0";"23";"0";"25";"0"
"2025-03-19";"Gangabet";"Chile";"1";"0";"9";"13";"16";"0"
"2025-03-19";"iBetSupreme";"Guyana";"3";"2";"19";"51";"0";"0"
"2025-03-19";"Doradobet";"El Salvador";"253";"20";"119";"161";"151";"14"
"2025-03-19";"Camanbet";"Venezuela 2";"13";"0";"125";"231";"26";"0"
"2025-03-19";"Gangabet";"Venezuela";"3";"0";"70";"92";"34";"0"
"2025-03-19";"Doradobet";"Ecuador";"461";"149";"1927";"2830";"2099";"67"
"2025-03-19";"Doradobet";"Nicaragua";"310";"50";"1040";"2025";"854";"38"
"2025-03-19";"Doradobet";"Guatemala";"82";"18";"147";"352";"301";"17"
"2025-03-19";"Netabet";"M�xico";"28";"1";"154";"0";"0";"1"
"2025-03-19";"Paniplay";"Honduras";"225";"35";"566";"972";"588";"10"
"2025-03-19";"Latinbet";"Panam�";"57";"27";"573";"987";"0";"27"
"2025-03-19";"Doradobet";"Per�";"1974";"537";"8298";"13130";"5296";"530"
"2025-03-19";"Doradobet";"Costa Rica";"237";"63";"1027";"1355";"1324";"59"
"2025-03-19";"redcasino.mx";"M�xico";"4";"1";"20";"0";"0";"0"
"2025-03-19";"Doradobet";"Chile";"120";"24";"171";"166";"321";"24"
"2025-03-19";"Gangabet";"Per�";"35";"9";"296";"405";"146";"5"
"2025-03-19";"Camanbet";"Venezuela";"13";"9";"796";"1025";"105";"9"
"2025-03-20";"Ecuabet";"Ecuador";"4592";"1741";"62553";"93557";"39453";"370"
"2025-03-20";"Gangabet";"Venezuela";"5";"4";"96";"121";"39";"4"
"2025-03-20";"Latinbet";"Panam�";"157";"64";"1199";"1792";"0";"62"
"2025-03-20";"Doradobet";"El Salvador";"275";"28";"162";"222";"178";"25"
"2025-03-20";"VSFT";"Ecuador";"1";"0";"0";"0";"0";"0"
"2025-03-20";"VSFT";"Per�";"0";"0";"0";"1";"0";"0"
"2025-03-20";"Gangabet";"Chile";"3";"0";"11";"11";"11";"0"
"2025-03-20";"Paniplay";"Honduras";"405";"73";"921";"1491";"644";"29"
"2025-03-20";"Doradobet";"Ecuador";"996";"252";"2604";"4257";"2775";"136"
"2025-03-20";"Doradobet";"Guatemala";"115";"29";"267";"710";"565";"17"
"2025-03-20";"Camanbet";"Venezuela 2";"24";"4";"165";"271";"31";"0"
"2025-03-20";"Doradobet";"Nicaragua";"308";"113";"1829";"3132";"734";"92"
"2025-03-20";"Gangabet";"Per�";"47";"12";"658";"909";"150";"5"
"2025-03-20";"iBetSupreme";"Guyana";"2";"1";"23";"66";"0";"0"
"2025-03-20";"Doradobet";"Per�";"5184";"1108";"20273";"36142";"16020";"1089"
"2025-03-20";"Camanbet";"Venezuela";"24";"24";"1102";"1319";"107";"21"
"2025-03-20";"redcasino.mx";"M�xico";"2";"0";"8";"0";"0";"0"
"2025-03-20";"Gangabet";"M�xico";"49";"5";"30";"27";"47";"5"
"2025-03-20";"Ganamex";"M�xico";"0";"0";"1";"0";"0";"0"
"2025-03-20";"Doradobet";"Chile";"230";"27";"195";"234";"291";"27"
"2025-03-20";"Doradobet";"Costa Rica";"374";"118";"1669";"2364";"1486";"114"
"2025-03-20";"Netabet";"M�xico";"25";"3";"213";"0";"0";"2"
"2025-03-20";"Justbetja";"Jamaica";"0";"0";"21";"0";"21";"0"
"2025-03-21";"Doradobet";"El Salvador";"161";"21";"132";"162";"162";"18"
"2025-03-21";"Doradobet";"Costa Rica";"296";"120";"1462";"2050";"1879";"110"
"2025-03-21";"Netabet";"M�xico";"20";"1";"153";"0";"0";"0"
"2025-03-21";"Doradobet";"Nicaragua";"268";"43";"1132";"2338";"1072";"38"
"2025-03-21";"Gangabet";"Per�";"56";"11";"352";"576";"156";"0"
"2025-03-21";"Camanbet";"Venezuela 2";"12";"3";"119";"245";"33";"0"
"2025-03-21";"Doradobet";"Chile";"80";"19";"155";"143";"202";"19"
"2025-03-21";"Gangabet";"Venezuela";"1";"0";"67";"93";"36";"0"
"2025-03-21";"Doradobet";"Per�";"2394";"417";"9811";"23206";"11726";"411"
"2025-03-21";"Ecuabet";"Ecuador";"7791";"1713";"48100";"86889";"37019";"441"
"2025-03-21";"Doradobet";"Honduras";"1";"0";"0";"0";"0";"0"
"2025-03-21";"Doradobet";"Ecuador";"1262";"189";"2018";"4038";"3145";"125"
"2025-03-21";"Justbetja";"Jamaica";"0";"0";"26";"0";"28";"0"
"2025-03-21";"Camanbet";"Venezuela";"12";"14";"939";"1174";"121";"12"
"2025-03-21";"iBetSupreme";"Guyana";"6";"1";"27";"63";"0";"0"
"2025-03-21";"Gangabet";"M�xico";"53";"6";"23";"17";"53";"6"
"2025-03-21";"Doradobet";"Guatemala";"65";"22";"264";"485";"319";"18"
"2025-03-21";"Gangabet";"Chile";"0";"0";"11";"10";"12";"0"
"2025-03-21";"redcasino.mx";"M�xico";"2";"0";"9";"0";"0";"0"
"2025-03-21";"Paniplay";"Honduras";"379";"25";"688";"1159";"618";"8"
"2025-03-21";"VSFT";"Per�";"0";"0";"0";"2";"2";"0"
"2025-03-21";"Ganamex";"M�xico";"0";"0";"1";"0";"0";"0"
"2025-03-21";"Latinbet";"Panam�";"80";"27";"612";"1107";"4";"27"
"2025-03-22";"Gangabet";"Chile";"1";"0";"11";"8";"9";"0"
"2025-03-22";"Ganamex";"M�xico";"2";"0";"2";"0";"0";"0"
"2025-03-22";"Doradobet";"Guatemala";"71";"14";"161";"415";"394";"11"
"2025-03-22";"Gangabet";"Per�";"62";"9";"250";"399";"143";"1"
"2025-03-22";"Netabet";"M�xico";"25";"2";"181";"0";"0";"1"
"2025-03-22";"Justbetja";"Jamaica";"0";"0";"16";"0";"20";"0"
"2025-03-22";"redcasino.mx";"M�xico";"1";"0";"7";"0";"0";"0"
"2025-03-22";"Gangabet";"M�xico";"55";"7";"28";"21";"52";"7"
"2025-03-22";"Doradobet";"Nicaragua";"443";"36";"936";"2061";"997";"28"
"2025-03-22";"Camanbet";"Venezuela 2";"7";"1";"129";"233";"39";"0"
"2025-03-22";"Camanbet";"Venezuela";"7";"1";"773";"1010";"114";"1"
"2025-03-22";"Ecuabet";"Ecuador";"1417";"442";"25381";"49578";"22291";"105"
"2025-03-22";"Paniplay";"Honduras";"276";"35";"604";"1021";"554";"9"
"2025-03-22";"Doradobet";"Per�";"1873";"357";"7310";"15103";"7288";"345"
"2025-03-22";"Doradobet";"Costa Rica";"347";"66";"1054";"1761";"1744";"58"
"2025-03-22";"Doradobet";"Ecuador";"389";"138";"1440";"2880";"2797";"64"
"2025-03-22";"Doradobet";"El Salvador";"212";"19";"120";"251";"408";"19"
"2025-03-22";"Doradobet";"Chile";"129";"12";"119";"118";"185";"12"
"2025-03-22";"Latinbet";"Panam�";"75";"13";"448";"891";"5";"13"
"2025-03-22";"iBetSupreme";"Guyana";"2";"5";"27";"59";"0";"0"
"2025-03-22";"Gangabet";"Venezuela";"1";"0";"54";"71";"35";"0"
"2025-03-23";"Gangabet";"Venezuela";"1";"0";"61";"85";"35";"0"
"2025-03-23";"Gangabet";"M�xico";"71";"5";"27";"31";"58";"5"
"2025-03-23";"Gangabet";"Per�";"45";"8";"402";"635";"137";"1"
"2025-03-23";"Netabet";"M�xico";"31";"0";"183";"0";"0";"0"
"2025-03-23";"Gangabet";"Chile";"1";"0";"7";"9";"5";"0"
"2025-03-23";"Ecuabet";"Ecuador";"1827";"695";"37313";"66651";"20998";"168"
"2025-03-23";"Doradobet";"Costa Rica";"418";"84";"1368";"2135";"1440";"78"
"2025-03-23";"Camanbet";"Venezuela";"7";"5";"825";"1081";"100";"5"
"2025-03-23";"iBetSupreme";"Guyana";"3";"1";"12";"58";"0";"0"
"2025-03-23";"Doradobet";"Per�";"2219";"500";"11370";"21603";"6579";"491"
"2025-03-23";"Justbetja";"Jamaica";"0";"0";"19";"0";"23";"0"
"2025-03-23";"Doradobet";"Nicaragua";"464";"62";"1315";"2700";"663";"57"
"2025-03-23";"Camanbet";"Venezuela 2";"7";"0";"99";"226";"33";"0"
"2025-03-23";"Doradobet";"El Salvador";"306";"20";"123";"221";"137";"20"
"2025-03-23";"Latinbet";"Panam�";"214";"89";"1299";"1902";"2";"84"
"2025-03-23";"redcasino.mx";"M�xico";"2";"1";"8";"0";"0";"0"
"2025-03-23";"Doradobet";"Chile";"328";"36";"161";"172";"195";"36"
"2025-03-23";"Doradobet";"Ecuador";"836";"185";"2591";"3911";"3888";"103"
"2025-03-23";"Doradobet";"Guatemala";"81";"10";"169";"470";"211";"10"
"2025-03-23";"Paniplay";"Honduras";"526";"54";"679";"1650";"1589";"27"
"2025-03-23";"Ganamex";"M�xico";"0";"0";"1";"0";"0";"0"
"2025-03-24";"Doradobet";"Nicaragua";"390";"50";"883";"1838";"556";"38"
"2025-03-24";"Doradobet";"Per�";"2442";"498";"9475";"16485";"7822";"488"
"2025-03-24";"Doradobet";"Costa Rica";"334";"55";"981";"1411";"1304";"52"
"2025-03-24";"Netabet";"M�xico";"18";"1";"151";"0";"0";"0"
"2025-03-24";"Gangabet";"Venezuela";"2";"1";"43";"68";"26";"1"
"2025-03-24";"Doradobet";"Chile";"89";"11";"159";"143";"243";"11"
"2025-03-24";"Doradobet";"El Salvador";"192";"24";"117";"149";"151";"24"
"2025-03-24";"Doradobet";"Guatemala";"53";"10";"187";"337";"246";"8"
"2025-03-24";"Justbetja";"Jamaica";"0";"0";"31";"0";"32";"0"
"2025-03-24";"redcasino.mx";"M�xico";"3";"0";"6";"0";"0";"0"
"2025-03-24";"Camanbet";"Venezuela 2";"9";"2";"105";"239";"19";"0"
"2025-03-24";"Gangabet";"Chile";"2";"0";"10";"7";"11";"0"
"2025-03-24";"Doradobet";"Ecuador";"673";"185";"1698";"3252";"2521";"87"
"2025-03-24";"Ecuabet";"Ecuador";"2897";"889";"31489";"56395";"20122";"224"
"2025-03-24";"Camanbet";"Venezuela";"9";"7";"726";"1005";"78";"7"
"2025-03-24";"Latinbet";"Panam�";"42";"12";"379";"819";"4";"12"
"2025-03-24";"iBetSupreme";"Guyana";"4";"3";"23";"65";"0";"0"
"2025-03-24";"Gangabet";"M�xico";"63";"6";"22";"20";"64";"6"
"2025-03-24";"Paniplay";"Honduras";"269";"34";"624";"1020";"638";"13"
"2025-03-24";"Gangabet";"Per�";"58";"9";"264";"446";"144";"4"
"2025-03-25";"VSFT";"Per�";"0";"0";"0";"2";"3";"0"
"2025-03-25";"Doradobet";"Per�";"8274";"1122";"18900";"33169";"7678";"1115"
"2025-03-25";"Doradobet";"Nicaragua";"774";"73";"1461";"2675";"752";"53"
"2025-03-25";"Ganamex";"M�xico";"0";"0";"1";"0";"0";"0"
"2025-03-25";"Doradobet";"Chile";"811";"49";"206";"233";"234";"49"
"2025-03-25";"Gangabet";"Venezuela";"1";"1";"85";"110";"28";"1"
"2025-03-25";"Ecuabet";"Ecuador";"12789";"3604";"74524";"117291";"33461";"934"
"2025-03-25";"Paniplay";"Honduras";"479";"77";"907";"1448";"724";"30"
"2025-03-25";"Netabet";"M�xico";"31";"2";"150";"0";"0";"0"
"2025-03-25";"Camanbet";"Venezuela";"32";"21";"1092";"1316";"79";"19"
"2025-03-25";"Gangabet";"Per�";"113";"9";"607";"865";"131";"2"
"2025-03-25";"Gangabet";"Chile";"0";"0";"10";"12";"11";"0"
"2025-03-25";"Justbetja";"Jamaica";"2";"0";"23";"0";"26";"0"
"2025-03-25";"Doradobet";"Guatemala";"102";"12";"247";"472";"209";"8"
"2025-03-25";"Gangabet";"M�xico";"61";"11";"34";"25";"67";"11"
"2025-03-25";"iBetSupreme";"Guyana";"2";"3";"22";"61";"0";"0"
"2025-03-25";"redcasino.mx";"M�xico";"3";"0";"9";"0";"0";"0"
"2025-03-25";"Doradobet";"Ecuador";"2037";"309";"2776";"6117";"3131";"194"
"2025-03-25";"Doradobet";"Costa Rica";"456";"107";"1555";"2234";"1317";"102"
"2025-03-25";"Latinbet";"Panam�";"86";"37";"962";"1458";"2";"36"
"2025-03-25";"Doradobet";"El Salvador";"278";"43";"184";"284";"178";"26"
"2025-03-25";"Camanbet";"Venezuela 2";"32";"5";"167";"298";"19";"0"
"2025-03-26";"Justbetja";"Jamaica";"0";"0";"22";"0";"24";"0"
"2025-03-26";"Doradobet";"Guatemala";"34";"6";"105";"265";"155";"4"
"2025-03-26";"iBetSupreme";"Guyana";"2";"1";"9";"46";"0";"0"
"2025-03-26";"VSFT";"Per�";"5";"0";"0";"0";"2";"0"
"2025-03-26";"Doradobet";"Chile";"185";"24";"157";"105";"217";"24"
"2025-03-26";"Ecuabet";"Ecuador";"1128";"424";"23284";"44358";"32884";"106"
"2025-03-26";"Latinbet";"Panam�";"36";"12";"291";"623";"6";"7"
"2025-03-26";"Camanbet";"Venezuela";"13";"9";"637";"915";"109";"8"
"2025-03-26";"Camanbet";"Venezuela 2";"13";"3";"102";"217";"35";"0"
"2025-03-26";"Doradobet";"Per�";"1270";"372";"6147";"11374";"7070";"361"
"2025-03-26";"Doradobet";"Costa Rica";"196";"54";"950";"1453";"1272";"46"
"2025-03-26";"Netabet";"M�xico";"56";"18";"164";"0";"0";"1"
"2025-03-26";"Gangabet";"M�xico";"53";"9";"27";"20";"56";"9"
"2025-03-26";"Ganamex";"M�xico";"1";"0";"0";"0";"0";"0"
"2025-03-26";"Doradobet";"Nicaragua";"258";"25";"739";"1531";"528";"22"
"2025-03-26";"Doradobet";"El Salvador";"211";"23";"112";"174";"155";"15"
"2025-03-26";"Gangabet";"Chile";"2";"0";"5";"8";"9";"0"
"2025-03-26";"Paniplay";"Honduras";"164";"23";"463";"797";"577";"13"
"2025-03-26";"redcasino.mx";"M�xico";"2";"0";"20";"0";"0";"0"
"2025-03-26";"Gangabet";"Venezuela";"4";"0";"52";"70";"30";"0"
"2025-03-26";"Doradobet";"Ecuador";"474";"197";"1375";"3120";"2713";"108"
"2025-03-26";"Gangabet";"Per�";"44";"5";"207";"299";"133";"3"
"2025-03-26";"Doradobet";"Honduras";"1";"0";"0";"0";"0";"0"
"2025-03-27";"Gangabet";"Per�";"42";"4";"322";"443";"138";"1"
"2025-03-27";"Paniplay";"Honduras";"316";"39";"603";"1029";"661";"10"
"2025-03-27";"Camanbet";"Venezuela 2";"16";"1";"154";"302";"31";"0"
"2025-03-27";"Gangabet";"M�xico";"45";"6";"32";"20";"56";"6"
"2025-03-27";"Latinbet";"Panam�";"45";"17";"447";"826";"2";"17"
"2025-03-27";"Doradobet";"Per�";"1382";"404";"8598";"17154";"6515";"396"
"2025-03-27";"Doradobet";"Nicaragua";"307";"46";"1176";"2276";"932";"38"
"2025-03-27";"Doradobet";"El Salvador";"218";"25";"133";"199";"137";"20"
"2025-03-27";"VSFT";"Per�";"4";"0";"0";"0";"0";"0"
"2025-03-27";"Gangabet";"Venezuela";"5";"4";"73";"93";"42";"4"
"2025-03-27";"Doradobet";"Ecuador";"342";"170";"1612";"3070";"2252";"84"
"2025-03-27";"iBetSupreme";"Guyana";"8";"7";"32";"56";"0";"0"
"2025-03-27";"Ganamex";"M�xico";"0";"0";"1";"0";"0";"0"
"2025-03-27";"Doradobet";"Costa Rica";"218";"64";"1063";"1694";"1073";"52"
"2025-03-27";"Camanbet";"Venezuela";"16";"10";"835";"1125";"103";"9"
"2025-03-27";"Justbetja";"Jamaica";"0";"0";"27";"0";"27";"0"
"2025-03-27";"Ecuabet";"Ecuador";"1036";"478";"27771";"51167";"21570";"107"
"2025-03-27";"Doradobet";"Guatemala";"37";"6";"154";"409";"537";"4"
"2025-03-27";"redcasino.mx";"M�xico";"1";"0";"13";"0";"0";"0"
"2025-03-27";"Netabet";"M�xico";"21";"11";"198";"0";"0";"0"
"2025-03-27";"Doradobet";"Chile";"130";"21";"146";"134";"201";"21"
"2025-03-27";"Gangabet";"Chile";"1";"0";"8";"9";"6";"0"
"2025-03-28";"Doradobet";"Costa Rica";"330";"94";"1372";"1425";"1419";"75"
"2025-03-28";"Camanbet";"Venezuela 2";"13";"1";"142";"292";"42";"0"
"2025-03-28";"Doradobet";"El Salvador";"104";"19";"130";"184";"145";"16"
"2025-03-28";"Doradobet";"Nicaragua";"167";"53";"1299";"2300";"640";"44"
"2025-03-28";"VSFT";"Per�";"0";"0";"0";"1";"2";"0"
"2025-03-28";"redcasino.mx";"M�xico";"3";"1";"13";"0";"0";"0"
"2025-03-28";"Doradobet";"Chile";"55";"15";"172";"118";"188";"15"
"2025-03-28";"Gangabet";"M�xico";"43";"7";"29";"24";"38";"7"
"2025-03-28";"Justbetja";"Jamaica";"1";"0";"22";"0";"28";"0"
"2025-03-28";"Doradobet";"Guatemala";"39";"13";"177";"396";"235";"9"
"2025-03-28";"Doradobet";"Per�";"1390";"383";"10733";"19805";"5958";"372"
"2025-03-28";"Gangabet";"Per�";"60";"11";"349";"496";"143";"6"
"2025-03-28";"Netabet";"M�xico";"40";"17";"233";"0";"0";"0"
"2025-03-28";"Doradobet";"Ecuador";"618";"212";"1995";"3573";"2503";"98"
"2025-03-28";"Gangabet";"Chile";"2";"1";"7";"8";"12";"1"
"2025-03-28";"Ecuabet";"Ecuador";"1697";"620";"38394";"63010";"19335";"135"
"2025-03-28";"Ganamex";"M�xico";"0";"0";"2";"0";"0";"0"
"2025-03-28";"Gangabet";"Venezuela";"2";"0";"69";"91";"41";"0"
"2025-03-28";"Camanbet";"Venezuela";"13";"7";"921";"1213";"118";"7"
"2025-03-28";"Paniplay";"Honduras";"351";"51";"711";"1115";"604";"18"
"2025-03-28";"iBetSupreme";"Guyana";"3";"4";"29";"60";"0";"0"
"2025-03-28";"Latinbet";"Panam�";"41";"23";"613";"973";"4";"22"
"2025-03-29";"iBetSupreme";"Guyana";"2";"1";"27";"77";"0";"0"
"2025-03-29";"Doradobet";"Nicaragua";"268";"65";"1576";"2856";"655";"54"
"2025-03-29";"Doradobet";"Costa Rica";"313";"88";"1361";"1917";"1333";"79"
"2025-03-29";"Gangabet";"Per�";"47";"12";"476";"708";"170";"5"
"2025-03-29";"Latinbet";"Panam�";"40";"19";"926";"1418";"4";"19"
"2025-03-29";"Ganamex";"M�xico";"0";"0";"2";"0";"0";"0"
"2025-03-29";"Doradobet";"Chile";"86";"25";"178";"149";"188";"25"
"2025-03-29";"Justbetja";"Jamaica";"0";"0";"27";"0";"30";"0"
"2025-03-29";"Ecuabet";"Ecuador";"1582";"657";"41336";"72234";"19872";"134"
"2025-03-29";"Paniplay";"Honduras";"352";"59";"875";"1428";"700";"21"
"2025-03-29";"Doradobet";"Ecuador";"659";"169";"2005";"4162";"2498";"81"
"2025-03-29";"Netabet";"M�xico";"85";"33";"254";"0";"0";"1"
"2025-03-29";"redcasino.mx";"M�xico";"4";"0";"18";"0";"0";"0"
"2025-03-29";"Doradobet";"Per�";"1402";"409";"11992";"22869";"6509";"402"
"2025-03-29";"Camanbet";"Venezuela 2";"15";"2";"176";"331";"46";"0"
"2025-03-29";"Gangabet";"M�xico";"66";"6";"30";"29";"55";"6"
"2025-03-29";"Gangabet";"Venezuela";"4";"1";"92";"118";"48";"1"
"2025-03-29";"Camanbet";"Venezuela";"15";"11";"1059";"1348";"132";"9"
"2025-03-29";"Doradobet";"Honduras";"1";"0";"0";"0";"0";"0"
"2025-03-29";"Doradobet";"Guatemala";"39";"12";"210";"486";"200";"11"
"2025-03-29";"Gangabet";"Chile";"1";"1";"11";"8";"12";"1"
"2025-03-29";"Doradobet";"El Salvador";"137";"24";"164";"241";"160";"24"
"2025-03-30";"Doradobet";"Chile";"82";"13";"154";"138";"199";"13"
"2025-03-30";"Ecuabet";"Ecuador";"1339";"493";"31417";"62570";"18798";"127"
"2025-03-30";"Doradobet";"Ecuador";"660";"189";"2059";"4145";"2876";"92"
"2025-03-30";"Ganamex";"M�xico";"1";"0";"1";"0";"0";"0"
"2025-03-30";"Camanbet";"Venezuela 2";"14";"0";"113";"276";"31";"0"
"2025-03-30";"Camanbet";"Venezuela";"14";"13";"897";"1278";"134";"12"
"2025-03-30";"Doradobet";"El Salvador";"182";"20";"100";"215";"127";"20"
"2025-03-30";"Gangabet";"Chile";"0";"0";"9";"8";"10";"0"
"2025-03-30";"Justbetja";"Jamaica";"0";"0";"22";"0";"27";"0"
"2025-03-30";"Doradobet";"Costa Rica";"343";"80";"1292";"1969";"1291";"77"
"2025-03-30";"Doradobet";"Honduras";"2";"0";"0";"0";"0";"0"
"2025-03-30";"Gangabet";"Venezuela";"3";"1";"76";"104";"45";"1"
"2025-03-30";"Gangabet";"M�xico";"69";"10";"27";"28";"63";"10"
"2025-03-30";"Doradobet";"Guatemala";"33";"12";"127";"395";"156";"11"
"2025-03-30";"Paniplay";"Honduras";"255";"38";"564";"1560";"1719";"12"
"2025-03-30";"Gangabet";"Per�";"47";"13";"342";"627";"172";"7"
"2025-03-30";"Latinbet";"Panam�";"54";"20";"684";"1306";"3";"20"
"2025-03-30";"Doradobet";"Nicaragua";"229";"38";"1003";"2443";"548";"33"
"2025-03-30";"Doradobet";"Per�";"1536";"404";"9291";"19065";"5765";"400"
"2025-03-30";"redcasino.mx";"M�xico";"3";"0";"15";"0";"0";"0"
"2025-03-30";"Netabet";"M�xico";"53";"15";"178";"0";"0";"0"
"2025-03-30";"iBetSupreme";"Guyana";"4";"6";"13";"55";"0";"0"
"2025-03-31";"Camanbet";"Venezuela";"19";"7";"836";"1132";"82";"7"
"2025-03-31";"Gangabet";"Venezuela";"3";"1";"61";"91";"35";"1"
"2025-03-31";"Doradobet";"Costa Rica";"326";"85";"1156";"1756";"2017";"76"
"2025-03-31";"Ecuabet";"Ecuador";"1221";"593";"31521";"50597";"19743";"107"
"2025-03-31";"Paniplay";"Honduras";"204";"35";"644";"1037";"638";"12"
"2025-03-31";"Gangabet";"M�xico";"80";"7";"34";"22";"71";"7"
"2025-03-31";"Ganamex";"M�xico";"2";"1";"3";"0";"0";"0"
"2025-03-31";"Gangabet";"Per�";"47";"9";"268";"404";"169";"2"
"2025-03-31";"Doradobet";"Per�";"1297";"364";"9527";"14854";"6449";"357"
"2025-03-31";"Doradobet";"Nicaragua";"294";"44";"1133";"2321";"1043";"40"
"2025-03-31";"Doradobet";"Guatemala";"46";"8";"153";"327";"214";"6"
"2025-03-31";"redcasino.mx";"M�xico";"2";"0";"6";"0";"0";"0"
"2025-03-31";"Doradobet";"Chile";"61";"10";"171";"130";"222";"10"
"2025-03-31";"Doradobet";"Ecuador";"459";"219";"1873";"3250";"2227";"95"
"2025-03-31";"Latinbet";"Panam�";"34";"9";"501";"977";"4";"9"
"2025-03-31";"Doradobet";"El Salvador";"181";"29";"139";"184";"153";"25"
"2025-03-31";"Justbetja";"Jamaica";"0";"2";"20";"0";"24";"2"
"2025-03-31";"iBetSupreme";"Guyana";"4";"0";"21";"55";"0";"0"
"2025-03-31";"Camanbet";"Venezuela 2";"19";"2";"135";"277";"25";"0"
"2025-03-31";"Gangabet";"Chile";"1";"0";"14";"8";"13";"0"
"2025-03-31";"Netabet";"M�xico";"66";"13";"163";"0";"0";"1"
"2025-03-31";"VSFT";"Per�";"5";"0";"0";"0";"0";"0"
"2025-04-01";"Paniplay";"Honduras";"348";"57";"926";"1496";"687";"17"
"2025-04-01";"Doradobet";"Chile";"238";"38";"233";"208";"208";"38"
"2025-04-01";"Camanbet";"Venezuela 2";"20";"0";"147";"314";"33";"0"
"2025-04-01";"Ganamex";"M�xico";"0";"0";"2";"0";"0";"0"
"2025-04-01";"Doradobet";"El Salvador";"248";"31";"204";"272";"185";"22"
"2025-04-01";"Justbetja";"Jamaica";"0";"0";"21";"0";"27";"0"
"2025-04-01";"Camanbet";"Venezuela";"20";"10";"1076";"1416";"91";"10"
"2025-04-01";"Gangabet";"Per�";"56";"21";"631";"858";"163";"8"
"2025-04-01";"Latinbet";"Panam�";"84";"16";"914";"1482";"5";"15"
"2025-04-01";"Gangabet";"M�xico";"50";"2";"28";"28";"63";"2"
"2025-04-01";"Netabet";"M�xico";"36";"1";"214";"0";"0";"1"
"2025-04-01";"Doradobet";"Per�";"2253";"761";"17719";"29521";"8690";"752"
"2025-04-01";"Gangabet";"Venezuela";"2";"1";"71";"111";"37";"1"
"2025-04-01";"iBetSupreme";"Guyana";"4";"0";"37";"78";"0";"0"
"2025-04-01";"Gangabet";"Chile";"3";"0";"11";"14";"11";"0"
"2025-04-01";"Doradobet";"Ecuador";"1448";"294";"2987";"4776";"2354";"171"
"2025-04-01";"Doradobet";"Honduras";"1";"0";"0";"0";"2";"0"
"2025-04-01";"Doradobet";"Guatemala";"179";"35";"313";"598";"413";"26"
"2025-04-01";"Ecuabet";"Ecuador";"3809";"1383";"62832";"95720";"32912";"272"
"2025-04-01";"redcasino.mx";"M�xico";"2";"1";"16";"0";"0";"0"
"2025-04-01";"Doradobet";"Costa Rica";"439";"112";"1487";"2235";"2065";"104"
"2025-04-01";"Doradobet";"Nicaragua";"299";"107";"1818";"3358";"988";"80"
"2025-04-02";"Doradobet";"Per�";"2867";"580";"15775";"26786";"8078";"569"
"2025-04-02";"Paniplay";"Honduras";"414";"69";"954";"1551";"734";"21"
"2025-04-02";"iBetSupreme";"Guyana";"7";"2";"23";"74";"0";"0"
"2025-04-02";"Camanbet";"Venezuela";"31";"26";"1099";"1384";"101";"23"
"2025-04-02";"Doradobet";"Guatemala";"145";"26";"282";"629";"481";"20"
"2025-04-02";"Latinbet";"Panam�";"68";"35";"944";"1477";"6";"32"
"2025-04-02";"Justbetja";"Jamaica";"1";"0";"24";"0";"30";"0"
"2025-04-02";"Doradobet";"Ecuador";"934";"273";"2541";"4078";"2313";"155"
"2025-04-02";"Gangabet";"Per�";"94";"29";"571";"791";"155";"9"
"2025-04-02";"Netabet";"M�xico";"41";"4";"194";"0";"0";"4"
"2025-04-02";"Gangabet";"Venezuela";"1";"0";"77";"105";"33";"0"
"2025-04-02";"Doradobet";"El Salvador";"240";"31";"182";"290";"167";"27"
"2025-04-02";"Ecuabet";"Ecuador";"2173";"899";"53594";"84085";"33770";"208"
"2025-04-02";"Ganamex";"M�xico";"0";"0";"1";"0";"0";"0"
"2025-04-02";"Camanbet";"Venezuela 2";"31";"3";"156";"296";"21";"0"
"2025-04-02";"Gangabet";"M�xico";"61";"8";"36";"27";"51";"8"
"2025-04-02";"Doradobet";"Costa Rica";"447";"131";"1515";"2220";"1779";"112"
"2025-04-02";"Doradobet";"Chile";"183";"46";"231";"200";"193";"46"
"2025-04-02";"Doradobet";"Nicaragua";"383";"105";"1919";"3729";"915";"89"
"2025-04-02";"redcasino.mx";"M�xico";"1";"0";"27";"0";"0";"0"
"2025-04-02";"Gangabet";"Chile";"0";"0";"18";"11";"16";"0"
